userId,date,amPm,startInput,endInput,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,pmFatigue,caffeine,cAmount(ml),alcohol,aAmount(ml)
user24,2020-08-29,am,2020-08-29 21:23,2020-08-29 21:23,4,0,3,3,4,,,,,,,
user24,2020-08-29,pm,2020-08-29 21:23,2020-08-29 21:23,,,,,,4,4,2,,,,
user24,2020-08-30,am,2020-08-30 7:41,2020-08-30 7:41,3,2,2,2,3,,,,,,,
user24,2020-08-30,pm,2020-08-30 22:43,2020-08-30 22:43,,,,,,4,5,2,coffee,200,,
user24,2020-08-31,am,2020-08-31 7:23,2020-08-31 7:24,3,2,2,3,3,,,,,,,
user24,2020-08-31,pm,2020-08-31 21:19,2020-08-31 21:19,,,,,,4,2,4,coffee,200,,
user24,2020-09-01,am,2020-09-01 6:20,2020-09-01 6:20,4,0,4,4,3,,,,,,,
user24,2020-09-01,pm,2020-09-01 21:45,2020-09-01 21:45,,,,,,5,4,3,coffee,150,,
user24,2020-09-02,am,2020-09-02 9:02,2020-09-02 9:02,4,0,4,2,4,,,,,,,
user24,2020-09-02,pm,2020-09-02 21:38,2020-09-02 21:39,,,,,,4,4,2,,,,
user24,2020-09-03,am,2020-09-03 7:33,2020-09-03 7:33,4,0,2,2,3,,,,,,,
user24,2020-09-03,pm,2020-09-03 22:08,2020-09-03 22:09,,,,,,3,2,2,coffee,200,,
user24,2020-09-04,am,2020-09-04 6:21,2020-09-04 6:22,3,0,2,2,3,,,,,,,
user24,2020-09-04,pm,2020-09-04 21:57,2020-09-04 21:58,,,,,,5,4,2,coffee,100,,
user24,2020-09-05,am,2020-09-05 12:08,2020-09-05 12:08,4,0,3,3,5,,,,,,,
user24,2020-09-05,pm,2020-09-05 23:40,2020-09-05 23:40,,,,,,5,5,2,,,,
user24,2020-09-06,am,2020-09-06 9:00,2020-09-06 9:00,4,0,2,2,3,,,,,,,
user24,2020-09-06,pm,2020-09-06 22:52,2020-09-06 22:52,,,,,,2,1,2,coffee,250,,
user24,2020-09-07,am,2020-09-07 6:38,2020-09-07 6:38,4,1,2,4,3,,,,,,,
user24,2020-09-07,pm,2020-09-07 22:07,2020-09-07 22:07,,,,,,4,2,2,coffee,200,,
user24,2020-09-08,am,2020-09-08 7:12,2020-09-08 7:13,4,0,4,1,4,,,,,,,
user24,2020-09-08,pm,2020-09-08 22:09,2020-09-08 22:10,,,,,,4,2,1,,,,
user24,2020-09-09,am,2020-09-09 8:20,2020-09-09 8:21,3,0,2,2,4,,,,,,,
user24,2020-09-09,pm,2020-09-09 21:18,2020-09-09 21:19,,,,,,3,3,1,,,,
user24,2020-09-10,am,2020-09-10 8:16,2020-09-10 8:16,4,0,4,3,4,,,,,,,
user24,2020-09-10,pm,2020-09-10 23:13,2020-09-10 23:14,,,,,,4,4,2,,,,
user24,2020-09-11,am,2020-09-11 7:01,2020-09-11 7:01,4,0,4,2,3,,,,,,,
user24,2020-09-11,pm,2020-09-11 22:09,2020-09-11 22:09,,,,,,5,2,3,coffee,150,,
user24,2020-09-12,am,2020-09-12 9:47,2020-09-12 9:47,3,5,2,2,4,,,,,,,
user24,2020-09-12,pm,2020-09-12 23:06,2020-09-12 23:06,,,,,,4,5,2,coffee,100,,
user24,2020-09-13,am,2020-09-13 17:05,2020-09-13 17:06,4,0,2,2,4,,,,,,,
user24,2020-09-13,pm,2020-09-14 0:13,2020-09-14 0:13,,,,,,5,2,2,,,,
user24,2020-09-14,am,2020-09-14 7:25,2020-09-14 7:25,4,0,2,2,3,,,,,,,
user24,2020-09-14,pm,2020-09-14 22:10,2020-09-14 22:13,,,,,,5,2,3,coffee,250,,
user24,2020-09-15,am,2020-09-15 20:10,2020-09-15 20:11,3,2,2,2,2,,,,,,,
user24,2020-09-15,pm,2020-09-15 20:10,2020-09-15 20:11,,,,,,3,2,2,,,,
user24,2020-09-16,am,2020-09-16 20:46,2020-09-16 20:46,4,0,2,3,4,,,,,,,
user24,2020-09-16,pm,2020-09-16 20:46,2020-09-16 20:46,,,,,,4,2,2,,,,
user24,2020-09-17,am,2020-09-17 21:02,2020-09-17 21:02,4,0,2,4,3,,,,,,,
user24,2020-09-17,pm,2020-09-17 21:02,2020-09-17 21:02,,,,,,3,2,1,coffee,150,,
user24,2020-09-18,am,2020-09-18 19:21,2020-09-18 19:22,3,0,2,1,3,,,,,,,
user24,2020-09-18,pm,2020-09-18 19:21,2020-09-18 19:22,,,,,,3,1,1,,,,
user24,2020-09-19,am,2020-09-19 18:44,2020-09-19 18:44,3,0,2,2,3,,,,,,,
user24,2020-09-19,pm,2020-09-19 18:44,2020-09-19 18:44,,,,,,3,4,1,,,,
user24,2020-09-20,am,2020-09-20 17:49,2020-09-20 17:49,4,0,2,3,4,,,,,,,
user24,2020-09-20,pm,2020-09-20 22:13,2020-09-20 22:14,,,,,,4,4,2,,,,
user24,2020-09-21,am,2020-09-21 19:53,2020-09-21 19:54,3,0,2,2,2,,,,,,,
user24,2020-09-21,pm,2020-09-21 19:53,2020-09-21 19:54,,,,,,4,1,3,coffee,100,,
user24,2020-09-22,am,2020-09-22 7:25,2020-09-22 7:26,4,2,2,2,3,,,,,,,
user24,2020-09-22,pm,2020-09-24 0:39,2020-09-24 0:39,,,,,,3,2,2,,,,
user24,2020-09-23,am,2020-09-23 11:50,2020-09-23 11:50,4,0,2,2,4,,,,,,,
user24,2020-09-23,pm,2020-09-23 23:52,2020-09-23 23:53,,,,,,2,1,2,coffee,200,,
user24,2020-09-24,am,2020-09-24 20:41,2020-09-24 20:41,3,0,2,2,3,,,,,,,
user24,2020-09-24,pm,2020-09-24 20:41,2020-09-24 20:41,,,,,,1,1,3,,,,
user24,2020-09-25,am,2020-09-25 23:13,2020-09-25 23:13,3,0,2,2,2,,,,,,,
user24,2020-09-25,pm,2020-09-25 23:13,2020-09-25 23:13,,,,,,4,2,4,coffee,100,,
user24,2020-09-26,am,2020-09-26 16:45,2020-09-26 16:45,4,0,2,4,3,,,,,,,
user24,2020-09-26,pm,2020-09-26 23:03,2020-09-26 23:03,,,,,,4,4,1,,,,
user24,2020-09-27,am,2020-09-27 18:38,2020-09-27 18:39,4,0,2,3,4,,,,,,,
user24,2020-09-27,pm,2020-09-27 18:38,2020-09-27 18:39,,,,,,3,4,1,coffee,100,,
user23,2020-08-31,am,2020-08-31 7:00,2020-08-31 7:01,4,1,2,3,4,,,,,,,
user23,2020-08-31,pm,2020-08-31 20:08,2020-08-31 20:08,,,,,,5,2,2,coffee,300,,
user23,2020-09-01,am,2020-09-01 7:25,2020-09-01 7:25,4,1,2,2,4,,,,,,,
user23,2020-09-01,pm,2020-09-01 20:21,2020-09-01 20:22,,,,,,5,3,3,coffee,250,,
user23,2020-09-02,am,2020-09-02 8:48,2020-09-02 8:48,2,1,4,3,4,,,,,,,
user23,2020-09-02,pm,2020-09-02 21:03,2020-09-02 21:03,,,,,,5,4,4,,,,
user23,2020-09-03,am,2020-09-03 8:27,2020-09-03 8:27,3,3,4,4,4,,,,,,,
user23,2020-09-03,pm,2020-09-03 22:36,2020-09-03 22:37,,,,,,5,5,5,,,,
user23,2020-09-04,am,2020-09-04 9:32,2020-09-04 9:33,4,1,2,4,4,,,,,,,
user23,2020-09-04,pm,2020-09-04 21:28,2020-09-04 21:28,,,,,,5,5,4,,,,
user23,2020-09-05,am,2020-09-05 10:02,2020-09-05 10:02,4,0,4,5,5,,,,,,,
user23,2020-09-05,pm,2020-09-05 21:09,2020-09-05 21:09,,,,,,5,2,3,,,,
user23,2020-09-06,am,2020-09-06 9:59,2020-09-06 9:59,4,0,2,4,5,,,,,,,
user23,2020-09-06,pm,2020-09-06 22:01,2020-09-06 22:02,,,,,,5,4,2,,,,
user23,2020-09-07,am,2020-09-07 7:05,2020-09-07 7:06,3,5,2,1,2,,,,,,,
user23,2020-09-07,pm,2020-09-07 20:23,2020-09-07 20:23,,,,,,5,4,2,,,,
user23,2020-09-08,am,2020-09-08 7:30,2020-09-08 7:31,3,8,2,2,4,,,,,,,
user23,2020-09-08,pm,2020-09-08 20:27,2020-09-08 20:27,,,,,,4,2,3,,,,
user23,2020-09-09,am,2020-09-09 7:47,2020-09-09 7:48,3,8,2,3,3,,,,,,,
user23,2020-09-09,pm,2020-09-09 20:58,2020-09-09 20:58,,,,,,4,2,3,,,,
user23,2020-09-10,am,2020-09-10 8:00,2020-09-10 8:01,2,7,2,1,1,,,,,,,
user23,2020-09-10,pm,2020-09-10 21:33,2020-09-10 21:33,,,,,,5,4,2,,,,
user23,2020-09-11,am,2020-09-11 8:21,2020-09-11 8:21,3,3,2,3,4,,,,,,,
user23,2020-09-11,pm,2020-09-11 20:36,2020-09-11 20:36,,,,,,5,4,2,,,,
user23,2020-09-12,am,2020-09-12 10:44,2020-09-12 10:44,4,0,2,4,4,,,,,,,
user23,2020-09-12,pm,2020-09-12 22:09,2020-09-12 22:09,,,,,,5,5,4,,,,
user23,2020-09-13,am,2020-09-13 9:31,2020-09-13 9:31,2,9,2,2,4,,,,,,,
user23,2020-09-13,pm,2020-09-13 21:41,2020-09-13 21:41,,,,,,5,5,2,,,,
user23,2020-09-14,am,2020-09-14 8:06,2020-09-14 8:07,4,9,2,4,4,,,,,,,
user23,2020-09-14,pm,2020-09-14 20:16,2020-09-14 20:16,,,,,,5,4,2,,,,
user23,2020-09-15,am,2020-09-15 8:16,2020-09-15 8:17,4,9,2,2,4,,,,,,,
user23,2020-09-15,pm,2020-09-15 20:01,2020-09-15 20:01,,,,,,5,2,3,,,,
user23,2020-09-16,am,2020-09-16 7:38,2020-09-16 7:38,4,9,2,2,3,,,,,,,
user23,2020-09-16,pm,2020-09-16 20:11,2020-09-16 20:11,,,,,,5,4,2,,,,
user23,2020-09-17,am,2020-09-17 8:05,2020-09-17 8:06,3,3,1,3,2,,,,,,,
user23,2020-09-17,pm,2020-09-17 21:33,2020-09-17 21:33,,,,,,5,4,3,,,,
user23,2020-09-18,am,2020-09-18 8:07,2020-09-18 8:07,3,9,2,4,3,,,,,,,
user23,2020-09-18,pm,2020-09-18 21:12,2020-09-18 21:13,,,,,,5,5,2,,,,
user23,2020-09-19,am,2020-09-19 10:29,2020-09-19 10:30,2,9,2,2,4,,,,,,,
user23,2020-09-19,pm,2020-09-19 23:04,2020-09-19 23:04,,,,,,5,5,4,,,,
user23,2020-09-20,am,2020-09-20 10:41,2020-09-20 10:41,4,9,2,4,5,,,,,,,
user23,2020-09-20,pm,2020-09-20 20:08,2020-09-20 20:08,,,,,,3,2,3,,,,
user23,2020-09-21,am,2020-09-21 8:18,2020-09-21 8:18,4,0,2,1,3,,,,,,,
user23,2020-09-21,pm,2020-09-21 20:14,2020-09-21 20:15,,,,,,5,3,2,,,,
user23,2020-09-22,am,2020-09-22 8:28,2020-09-22 8:28,3,0,2,2,3,,,,,,,
user23,2020-09-22,pm,2020-09-22 20:18,2020-09-22 20:18,,,,,,5,4,2,coffee,250,not specified,300
user23,2020-09-23,am,2020-09-23 8:13,2020-09-23 8:14,4,0,2,2,3,,,,,,,
user23,2020-09-23,pm,2020-09-23 21:11,2020-09-23 21:11,,,,,,5,4,2,,,,
user23,2020-09-24,am,2020-09-24 19:49,2020-09-24 19:50,3,1,2,3,3,,,,,,,
user23,2020-09-24,pm,2020-09-24 19:49,2020-09-24 19:50,,,,,,5,5,2,,,,
user23,2020-09-25,am,2020-09-25 8:02,2020-09-25 8:02,4,0,2,4,3,,,,,,,
user23,2020-09-25,pm,2020-09-25 21:09,2020-09-25 21:09,,,,,,1,1,1,,,,
user23,2020-09-26,am,2020-09-26 8:34,2020-09-26 8:34,1,0,2,3,4,,,,,,,
user23,2020-09-26,pm,2020-09-26 22:12,2020-09-26 22:12,,,,,,1,2,2,,,,
user23,2020-09-27,am,2020-09-27 8:32,2020-09-27 8:33,1,0,4,1,3,,,,,,,
user23,2020-09-27,pm,2020-09-27 20:32,2020-09-27 20:33,,,,,,5,5,4,,,,
user05,2020-08-31,am,2020-08-31 7:25,2020-08-31 7:25,4,0,4,4,4,,,,,,,
user05,2020-08-31,pm,2020-08-31 21:20,2020-08-31 21:20,,,,,,4,3,2,coffee,1000,,
user05,2020-09-01,am,2020-09-01 7:45,2020-09-01 7:45,2,2,4,2,3,,,,,,,
user05,2020-09-01,pm,2020-09-01 20:08,2020-09-01 20:08,,,,,,3,2,1,coffee,1000,,
user05,2020-09-02,am,2020-09-02 10:20,2020-09-02 10:20,2,9,4,2,3,,,,,,,
user05,2020-09-02,pm,2020-09-02 20:33,2020-09-02 20:34,,,,,,3,2,2,coffee,1000,,
user05,2020-09-03,am,2020-09-03 7:40,2020-09-03 7:40,4,0,4,4,4,,,,,,,
user05,2020-09-03,pm,2020-09-03 21:10,2020-09-03 21:10,,,,,,4,3,3,coffee,500,,
user05,2020-09-04,am,2020-09-04 7:45,2020-09-04 7:45,4,5,4,3,3,,,,,,,
user05,2020-09-04,pm,2020-09-04 21:27,2020-09-04 21:27,,,,,,4,4,2,coffee,1000,not specified,300
user05,2020-09-05,am,2020-09-05 9:03,2020-09-05 9:03,4,0,4,3,4,,,,,,,
user05,2020-09-05,pm,2020-09-05 20:34,2020-09-05 20:34,,,,,,4,4,2,coffee,1000,,
user05,2020-09-06,am,2020-09-06 8:39,2020-09-06 8:39,4,0,4,4,4,,,,,,,
user05,2020-09-06,pm,2020-09-06 20:00,2020-09-06 20:00,,,,,,4,2,2,coffee,500,,
user05,2020-09-07,am,2020-09-07 7:31,2020-09-07 7:31,3,0,2,4,4,,,,,,,
user05,2020-09-07,pm,2020-09-07 21:43,2020-09-07 21:43,,,,,,3,3,2,coffee,1000,,
user05,2020-09-08,am,2020-09-08 7:45,2020-09-08 7:46,3,2,2,3,3,,,,,,,
user05,2020-09-08,pm,2020-09-08 21:36,2020-09-08 21:37,,,,,,4,4,3,coffee,1000,,
user05,2020-09-09,am,2020-09-09 7:48,2020-09-09 7:48,3,1,4,3,3,,,,,,,
user05,2020-09-09,pm,2020-09-09 21:23,2020-09-09 21:24,,,,,,3,3,3,coffee,1000,,
user05,2020-09-10,am,2020-09-10 8:07,2020-09-10 8:07,3,0,2,4,3,,,,,,,
user05,2020-09-10,pm,2020-09-10 22:01,2020-09-10 22:01,,,,,,3,2,2,coffee,1000,,
user05,2020-09-11,am,2020-09-11 7:47,2020-09-11 7:47,2,1,2,2,3,,,,,,,
user05,2020-09-11,pm,2020-09-11 19:55,2020-09-11 19:55,,,,,,4,4,2,coffee,1000,not specified,500
user05,2020-09-12,am,2020-09-12 9:20,2020-09-12 9:20,1,2,4,1,2,,,,,,,
user05,2020-09-12,pm,2020-09-12 20:00,2020-09-12 20:00,,,,,,3,4,1,coffee,1000,,
user05,2020-09-13,am,2020-09-13 10:36,2020-09-13 10:36,4,0,4,4,4,,,,,,,
user05,2020-09-13,pm,2020-09-13 20:43,2020-09-13 20:43,,,,,,4,4,4,coffee,300,,
user05,2020-09-14,am,2020-09-14 7:33,2020-09-14 7:34,4,0,4,4,4,,,,,,,
user05,2020-09-14,pm,2020-09-14 21:07,2020-09-14 21:08,,,,,,3,3,3,coffee,1000,,
user05,2020-09-15,am,2020-09-15 7:51,2020-09-15 7:51,4,0,4,4,4,,,,,,,
user05,2020-09-15,pm,2020-09-15 21:32,2020-09-15 21:32,,,,,,4,4,4,coffee,1000,,
user05,2020-09-16,am,2020-09-16 7:48,2020-09-16 7:48,4,0,4,3,3,,,,,,,
user05,2020-09-16,pm,2020-09-16 21:50,2020-09-16 21:50,,,,,,4,2,3,coffee,1500,,
user05,2020-09-17,am,2020-09-17 8:59,2020-09-17 8:59,2,9,2,2,3,,,,,,,
user05,2020-09-17,pm,2020-09-17 21:16,2020-09-17 21:16,,,,,,4,4,4,coffee,1000,,
user05,2020-09-18,am,2020-09-18 8:39,2020-09-18 8:40,3,0,4,2,3,,,,,,,
user05,2020-09-18,pm,2020-09-18 22:00,2020-09-18 22:00,,,,,,3,3,3,coffee,1000,,
user05,2020-09-19,am,2020-09-19 9:53,2020-09-19 9:53,2,1,4,2,4,,,,,,,
user05,2020-09-19,pm,2020-09-19 20:00,2020-09-19 20:00,,,,,,3,4,2,coffee,500,not specified,300
user05,2020-09-20,am,2020-09-20 9:47,2020-09-20 9:47,3,0,1,3,3,,,,,,,
user05,2020-09-20,pm,2020-09-20 20:50,2020-09-20 20:50,,,,,,3,4,4,coffee,1000,,
user05,2020-09-21,am,2020-09-21 7:30,2020-09-21 7:30,3,0,4,3,3,,,,,,,
user05,2020-09-21,pm,2020-09-21 22:12,2020-09-21 22:12,,,,,,3,3,3,coffee,1000,not specified,1000
user05,2020-09-22,am,2020-09-22 8:53,2020-09-22 8:53,2,3,4,2,3,,,,,,,
user05,2020-09-22,pm,2020-09-22 20:03,2020-09-22 20:03,,,,,,3,3,2,coffee,1000,,
user05,2020-09-23,am,2020-09-23 8:44,2020-09-23 8:45,3,0,4,4,3,,,,,,,
user05,2020-09-23,pm,2020-09-23 21:15,2020-09-23 21:15,,,,,,4,4,3,coffee,1000,not specified,500
user05,2020-09-24,am,2020-09-24 7:53,2020-09-24 7:53,3,0,4,4,4,,,,,,,
user05,2020-09-24,pm,2020-09-24 22:41,2020-09-24 22:42,,,,,,2,2,2,coffee,1000,,
user05,2020-09-25,am,2020-09-25 8:56,2020-09-25 8:56,3,0,4,3,3,,,,,,,
user05,2020-09-25,pm,2020-09-25 21:11,2020-09-25 21:11,,,,,,4,3,3,coffee,750,,
user05,2020-09-26,am,2020-09-26 8:52,2020-09-26 8:52,3,2,4,3,3,,,,,,,
user05,2020-09-26,pm,2020-09-26 20:01,2020-09-26 20:02,,,,,,4,5,5,,,,
user05,2020-09-27,am,2020-09-27 7:31,2020-09-27 7:31,3,1,4,3,3,,,,,,,
user05,2020-09-27,pm,2020-09-27 20:30,2020-09-27 20:31,,,,,,3,2,2,coffee,1000,,
user04,2020-08-31,am,2020-08-31 7:10,2020-08-31 7:10,2,2,2,3,3,,,,,,,
user04,2020-08-31,pm,2020-08-31 21:37,2020-08-31 21:37,,,,,,4,2,2,,,,
user04,2020-09-01,am,2020-09-01 7:14,2020-09-01 7:15,2,2,2,2,3,,,,,,,
user04,2020-09-01,pm,2020-09-01 21:47,2020-09-01 21:47,,,,,,4,2,2,,,,
user04,2020-09-02,am,2020-09-02 8:00,2020-09-02 8:01,3,2,4,4,3,,,,,,,
user04,2020-09-02,pm,2020-09-02 22:49,2020-09-02 22:49,,,,,,4,3,4,,,,
user04,2020-09-03,am,2020-09-03 7:35,2020-09-03 7:36,2,7,1,3,3,,,,,,,
user04,2020-09-03,pm,2020-09-03 21:53,2020-09-03 21:53,,,,,,4,2,3,,,,
user04,2020-09-04,am,2020-09-04 8:55,2020-09-04 8:55,3,2,4,4,4,,,,,,,
user04,2020-09-04,pm,2020-09-04 22:00,2020-09-04 22:00,,,,,,4,4,4,,,,
user04,2020-09-05,am,2020-09-05 8:13,2020-09-05 8:13,4,3,2,4,4,,,,,,,
user04,2020-09-05,pm,2020-09-05 23:20,2020-09-05 23:20,,,,,,4,5,2,,,,
user04,2020-09-06,am,2020-09-06 8:19,2020-09-06 8:20,4,0,2,4,5,,,,,,,
user04,2020-09-06,pm,2020-09-06 21:05,2020-09-06 21:05,,,,,,4,5,4,,,,
user04,2020-09-07,am,2020-09-07 7:26,2020-09-07 7:27,4,0,4,4,4,,,,,,,
user04,2020-09-07,pm,2020-09-07 20:48,2020-09-07 20:48,,,,,,4,3,4,,,,
user04,2020-09-08,am,2020-09-08 8:56,2020-09-08 8:56,1,9,4,2,3,,,,,,,
user04,2020-09-08,pm,2020-09-08 21:26,2020-09-08 21:26,,,,,,4,2,1,,,,
user04,2020-09-09,am,2020-09-09 7:27,2020-09-09 7:27,4,0,4,2,3,,,,,,,
user04,2020-09-09,pm,2020-09-09 22:26,2020-09-09 22:26,,,,,,4,2,4,,,,
user04,2020-09-10,am,2020-09-10 7:49,2020-09-10 7:49,4,0,4,4,4,,,,,,,
user04,2020-09-10,pm,2020-09-10 21:15,2020-09-10 21:15,,,,,,4,2,2,,,,
user04,2020-09-11,am,2020-09-11 7:09,2020-09-11 7:09,4,2,2,2,4,,,,,,,
user04,2020-09-11,pm,2020-09-11 22:28,2020-09-11 22:28,,,,,,3,1,3,,,,
user04,2020-09-12,am,2020-09-12 6:18,2020-09-12 6:18,3,2,2,2,3,,,,,,,
user04,2020-09-12,pm,2020-09-12 22:55,2020-09-12 22:55,,,,,,4,5,4,,,,
user04,2020-09-13,am,2020-09-13 9:56,2020-09-13 9:56,4,0,2,4,4,,,,,,,
user04,2020-09-13,pm,2020-09-13 22:52,2020-09-13 22:52,,,,,,5,5,2,coffee,200,,
user04,2020-09-14,am,2020-09-14 7:08,2020-09-14 7:09,2,1,2,2,3,,,,,,,
user04,2020-09-14,pm,2020-09-14 21:50,2020-09-14 21:50,,,,,,4,4,2,,,,
user04,2020-09-15,am,2020-09-15 10:00,2020-09-15 10:01,4,2,2,2,3,,,,,,,
user04,2020-09-15,pm,2020-09-15 21:11,2020-09-15 21:11,,,,,,4,1,1,,,,
user04,2020-09-16,am,2020-09-16 8:07,2020-09-16 8:07,2,0,2,2,3,,,,,,,
user04,2020-09-16,pm,2020-09-16 23:13,2020-09-16 23:13,,,,,,4,2,1,,,,
user04,2020-09-17,am,2020-09-17 7:36,2020-09-17 7:36,4,0,2,2,3,,,,,,,
user04,2020-09-17,pm,2020-09-17 21:57,2020-09-17 21:57,,,,,,3,1,3,,,,
user04,2020-09-18,am,2020-09-18 7:59,2020-09-18 8:00,4,0,2,4,4,,,,,,,
user04,2020-09-18,pm,2020-09-18 21:57,2020-09-18 21:57,,,,,,4,2,2,,,,
user04,2020-09-19,am,2020-09-19 7:59,2020-09-19 7:59,4,0,2,2,3,,,,,,,
user04,2020-09-19,pm,2020-09-19 21:12,2020-09-19 21:12,,,,,,4,5,5,,,,
user04,2020-09-20,am,2020-09-20 10:50,2020-09-20 10:50,2,7,1,2,2,,,,,,,
user04,2020-09-20,pm,2020-09-20 22:47,2020-09-20 22:47,,,,,,4,5,5,,,,
user04,2020-09-21,am,2020-09-21 11:02,2020-09-21 11:02,3,0,2,4,4,,,,,,,
user04,2020-09-21,pm,2020-09-21 22:13,2020-09-21 22:13,,,,,,4,2,2,,,,
user04,2020-09-22,am,2020-09-22 7:18,2020-09-22 7:18,4,0,2,4,4,,,,,,,
user04,2020-09-22,pm,2020-09-22 21:57,2020-09-22 21:58,,,,,,4,1,2,,,,
user04,2020-09-23,am,2020-09-23 8:21,2020-09-23 8:21,4,2,2,3,3,,,,,,,
user04,2020-09-23,pm,2020-09-23 22:33,2020-09-23 22:34,,,,,,4,2,2,,,,
user04,2020-09-24,am,2020-09-24 7:31,2020-09-24 7:31,3,0,2,2,3,,,,,,,
user04,2020-09-24,pm,2020-09-24 21:35,2020-09-24 21:35,,,,,,3,2,1,,,,
user04,2020-09-25,am,2020-09-25 7:32,2020-09-25 7:33,4,0,2,4,4,,,,,,,
user04,2020-09-25,pm,2020-09-25 22:25,2020-09-25 22:25,,,,,,4,2,2,,,,
user04,2020-09-26,am,2020-09-26 9:23,2020-09-26 9:23,4,0,2,4,4,,,,,,,
user04,2020-09-26,pm,2020-09-26 22:30,2020-09-26 22:30,,,,,,4,4,2,,,,
user04,2020-09-27,am,2020-09-27 8:33,2020-09-27 8:33,4,0,2,4,4,,,,,,,
user04,2020-09-27,pm,2020-09-27 21:28,2020-09-27 21:28,,,,,,4,4,3,,,,
user12,2020-08-30,am,2020-08-30 19:29,2020-08-30 19:30,5,7,1,4,5,,,,,,,
user12,2020-08-30,pm,2020-08-30 19:29,2020-08-30 19:30,,,,,,4,4,4,coffee,200,soju,200
user12,2020-08-31,am,2020-08-31 6:38,2020-08-31 6:38,3,2,2,3,3,,,,,,,
user12,2020-08-31,pm,2020-08-31 22:56,2020-08-31 22:56,,,,,,3,4,3,coffee,300,soju,200
user12,2020-09-01,am,2020-09-01 7:27,2020-09-01 7:28,4,5,2,4,3,,,,,,,
user12,2020-09-01,pm,2020-09-01 22:13,2020-09-01 22:13,,,,,,3,3,3,coffee,200,beer,1000
user12,2020-09-02,am,2020-09-02 7:34,2020-09-02 7:35,2,2,2,2,3,,,,,,,
user12,2020-09-02,pm,2020-09-02 23:40,2020-09-02 23:40,,,,,,1,1,1,coffee,150,soju,200
user12,2020-09-03,am,2020-09-03 7:54,2020-09-03 7:54,3,2,2,2,2,,,,,,,
user12,2020-09-03,pm,2020-09-03 22:20,2020-09-03 22:20,,,,,,4,3,4,tea,300,beer,500
user12,2020-09-04,am,2020-09-04 7:35,2020-09-04 7:35,4,0,2,4,3,,,,,,,
user12,2020-09-04,pm,2020-09-04 23:40,2020-09-04 23:41,,,,,,4,2,4,coffee,250,soju,350
user12,2020-09-05,am,2020-09-05 13:06,2020-09-05 13:06,4,2,1,4,4,,,,,,,
user12,2020-09-05,pm,2020-09-05 22:21,2020-09-05 22:21,,,,,,5,5,4,,,soju,400
user12,2020-09-06,am,2020-09-06 12:44,2020-09-06 12:44,5,5,2,5,5,,,,,,,
user12,2020-09-06,pm,2020-09-06 23:44,2020-09-06 23:45,,,,,,5,5,2,,,,
user12,2020-09-07,am,2020-09-07 20:00,2020-09-07 20:02,5,5,2,2,4,,,,,,,
user12,2020-09-07,pm,2020-09-07 20:00,2020-09-07 20:02,,,,,,4,4,4,,,,
